"V1"|"V2"|"V3"|"V4"|"V5"|"ID"|"grp"|"YrStarted"|"Q16_1"|"Q16_2"|"Q16_3"|"Q16_4"|"Q16_5"|"Q16_6"|"Q16_7"|"Q16_8"|"Q18_1"|"Q18_2"|"Q18_3"|"Q18_4"|"Q18_5"|"Q18_6"|"Q18_7"|"Q18_8"
"Wow, completely annoying. Trying to get you to buy premium on ever page. So much for trying it out."|"Deducted my money for no reason. I used the service once and then never used it. Return my money immediately."|"It's a mess. I add new tasks and tag them. But they will randomly disappear, reappear. And the tags will disappear. Editing and adding them back in doesn't help because once a tag disappears you can't add it back in again. Disappearing tasks is the worst because there's no warning. They're just gone. They're not listed as complete, they just disappear. Sometimes they'll come back but sometimes I have to re-enter them...assuming I remember. I pay for this app, so the fact that the basic functionality of keeping my list intact is random and spotty is unacceptable. It may have something to do with syncing... no idea. But either way, I'm going to use another app because I just don't trust it anymore. These errors seem to be recent, like in the last 3 months."|"I was about to jump wholeheartedly into using this app (its integration with Google Calendar being exactly what I'm looking for) but now I see that it has no search feature on Android. Worse still, Android Search has been on their roadmap since 2015 and it's still not done. 2015!?! In the meantime other apps can build smart lists it out of tags, status and free text. Seriously behind the curve, guys."|"The android homescreen widget keeps on hanging every now and then. I'd have to remove the widget and then add it again to the home screen to make it work. It's really a headache. I may opt out of the app if the widget continues to behave like this. Google calendar was what I was using before and that worked completely fine."|66|"Business Operations"|"2014"|"1"|"1"|"2"|"3"|"5"|"7"|"1"|"8"|"4"|"6"|"7"|"4"|"6"|"8"|"1"|"5"
"Installed and started setup. EVERYTHING I INSTALLED THIS FOR REQURED A SUBSCRIPTION. ONLY INSTALL IF YOU WANT TO PAY FOR EVERYTHING. IT probably should be stated that ALL the good points of this app require a SUBSCRIPTION. I AM NOW UNINSTALLING THIS APP."|"I didn't even dare to use it as soon as it asked me $2.99 per month."|"\"95% of our features are free\" this is not true, almost every feature I try to use takes me to the premium option. Just started trying this app, even setting the color to the task is not free."|"Wear OS app only supports adding tasks, not viewing existing ones (without reminders)"|"Honestly, this app is not user friendly, is not intuitive. When I try to schedule a repeating task, it's confusing. After selecting a task to be repeated, I am asked how many days?! What the heck does that mean?! How the heck can I SIMPLY set a task to be repeated every day? Developers, where's the user guide?"|67|"Business Operations"|"2012"|"2"|"8"|"7"|"2"|"6"|"8"|"4"|"5"|"4"|"1"|"8"|"4"|"1"|"6"|"8"|"2"
"Used to like it, but now the shopping basket is missing and I can't make a grocery list anymore. Very annoying."|"Very confusing navigation."|"Stupid popup reminding me to add reminders or do something covers my keypad and stays for a long time with no way to close it. I can't keep checked off items. It reminds me multiple times, every couple of seconds, to clear off the checked items, again blocking me. I can't move items between lists and if there is a way, it isn't easy enough for me to figure out. Cumbersome."|"I tried it years ago and never really got it going. Then I switched to Wunderlist and became an organized machine! Now Wunderlist is being retired, so I thought I'd try again, guessing it would be much better by now and that my ability to use it to my advantage would be vastly improved. Nope. No ability for folders or some other way to group lists together so I don't have to flip through all my lists to find the one I want. Not even a list view to make them easier to find."|"Sadly this is the best to do list I have seen.  Very glitchy.  Tasks done weeks ago magically show up and you have to delete them again.  A grocery list I didn't even want replicated itself 12 times.  My personal list replicated itself 13 times and when I deleted the second to last iteration of this it deleted everything I had ever typed into my lists.  Calendar support only available on ipad and android phone, not in browser window.  You have to trick the system into puting a date on items by setting a reminder and then going back in to deactivate the reminder.  I like that you can move items around however you want and that items left undone today stay in the today category instead of just floating out of the system.  It is odd that something as unfinished as this emerges as king of the hill in this category.  I would have thought that the global creativity and intelligence of humanity would have far surpassed this but apparently not."|68|"Business Operations"|"2014"|"8"|"3"|"1"|"6"|"5"|"7"|"6"|"4"|"4"|"8"|"5"|"5"|"4"|"6"|"5"|"7"
"Shity app. On top of that I subscribed for monthly and they charge me the while year. And when I cancel my subscription , no return policy. My Google reminder app is millions time better."|"Need premium level to import wunderlist. B.S. Have to reset password Everytime to login. So haven't been able to even try the APP."|"App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app."|NA|"It could be great but too hard to delete an item on your agenda. It's like you put it on your agenda and it just doesn't disappear after it's over it just keeps on repeating very annoying sad that I paid the full subscription amount thinking it would help me to stay focused with my work day, but only for a few days until it started repeating itself and I tried to find a way to cancel or delete something out of the agenda completely"|69|"Business Operations"|"2015"|"7"|"4"|"8"|NA|"8"|"6"|"4"|"3"|"1"|"1"|"5"|"1"|"5"|"7"|"4"|"7"
"I hate apps that try to trick you into subscribing. Be transparent about the conditions of use. For that alone I uninstalled this app straight away."|"It was a great application but the lastest versions don't notify anymore about events and reminders.. I'll uninstall the application because it's useless. It's ridiculous they know the problem and don't do anything to fix it"|"The latest update is terrible. I always organized everything by date of the reminder, which is usually set on the day that it's due, but now I can't even see the due date of each task. I have to click on each task for the the date to appear. In addition, I usually organize each task by tags, the date, recurring if needed, and other details. There's no easy way to adjust all these details anymore. You have to click on each separate icon to fix these to what you want. I use the app begrudgingly."|"It's very confusing. I got the calendar app that was suggested to me when I wanted to use the widget, but once I started using the calendar along with any.do the tasks notifications got duplicated. I don't see the point of having any.do when the calendar app does the same thing."|"I used to love this app and recommend it to friends regularly. The updates have made it harder to use. I don't need anything fancy. I just need a list. I don't want to clear or uncheck all items on my grocery list, I just want to go through it and untick the ones I need today. I regret ever using the 'smart' grocery list bc now, even though I have turned it off, it won't revert to basic and my list is essentially useless."|70|"Technical and Scientific"|"2014"|"8"|"7"|"1"|"4"|"8"|"5"|"4"|"5"|"4"|"5"|"8"|"5"|"3"|"4"|"4"|"5"
"Deceptive billing practices - information on cancelling is circular; emailed a link that advises to email. Doesn't have colour tag functionality across web and app; very poor UX and worse customer service."|"Worried about the security and having access to email and facebook good way to get hack and information stolen"|"Must register with email, Google or FB -- displaying your email address -- just to get onto app. Smack dab near beginning of setup process (full page, per each setting), a full page ad to buy premium version appears. Getting into app? -- Stayed just a min, with the boxed, staring at the boxed, text notification that we have seven (7) days to try app for free. Already concerned about/not liking having to register online to use, stopped setup process, at that page. Uninstalling right now."|"So far so good... bit expensive having to purchase a yearly basis to access basic functions as color tags and what comes with it. Translation to Greek is not fluent for the price tag / annually I would apprechiate developers look closer at them. Will give it a try before committing on purchasing it per year. On a positive note love the widget (using however nova launcher). Current rating will change based on the experience."|"I used to be a big fan of any.do products and I used any.do, any.cal for years, I think these apps are really easy to use. However, when I set a reminder for an appointment every Monday, it only allows me to set reminders on every Thursday( the date that I created that reminder) instead of Monday. it's really disappointing."|71|"Technical and Scientific"|"2015"|"6"|"2"|"2"|"3"|"3"|"1"|"7"|"7"|"7"|"1"|"4"|"7"|"6"|"6"|"2"|"3"
"I have canceled for the subscription when at the first time i used anydo.  Do i still have to pay? i was try for free trial for the first i using this app."|"I am unable to subscribe app payment method declined"|"Brilliant app for older versions of Android. This app have helped me keep track of my tasks at work and personal very effectively for years. It is very easy to use. I have upgraded to Android Oreo, and reminder pop up stopped for my tasks. Contacted support, but they couldn't figure out how to fix. I appreciate they tried their best. I've migrated to Splendo as a stop gap arrangement till I find a better app as good as any.do. 2 * given, as this app is working just as a notepad to me to list tasks, but I don't get any form of reminders."|NA|"I've been using the app for a while mostly just as a reminder app. Finally, I put together a plan to use it as my primary task tracker. Great app for managing tasks 👏 A little learning curve 🤔 Sync with Google Calendar was easy 😁 No CUSTOM Task reminder sounds?!!? 😡 (💦 sound = Drink) Also, no multi-reminders for Tasks or times for Subtasks. Had to put 4 of the SAME daily tasks in as Stretch 1, Stretch 2....etc."|72|"Technical and Scientific"|"2011"|"7"|"8"|"5"|"2"|"3"|"1"|"2"|"1"|"7"|"1"|"1"|"6"|"5"|"1"|"5"|"2"
"You are replying its free app but in every Option it shows you can get access to this tool after purchasing."|"This app don't even deserve 1 Star but no other way. In year 2020, an app that just share task with other but not the time which is not that worth. Secondly, no themes, no fun. Give up this app."|"Still no search for android? Tags can't sorted? If I use this program for even a month I'll have a jumbled mess that will take forever to find things. Unusable. Two stars for calendar integration and manual sort."|NA|"does not seem to work with google calendar, I see no reason to give them my payment info for a free premium trial. // I managed to add the google calendar. it took all the events, bur not the reminders in calendar . I still won't use this, as it seems to be a replacement interface but I like the google display better. I don't need to pay this much for few benefits to me. I have not found anything that I like yet, either."|73|"Technical and Scientific"|"2012"|"5"|"3"|"4"|"6"|"3"|"6"|"7"|"6"|NA|"7"|"6"|"1"|"4"|"6"|"7"|"6"
"This app used to be good, but now the recurring reminder time changes everyday to the time you completed the task."|"Any app that ignores your phone's dark mode unless you pay for it is garbage."|"At first I thought 'wow this can do everything! It's exactly what I need.' When I downloaded it and got to test it out, I noticed the features I needed the most were on premium. I'm fine with that, but only if premium was a one time payment. Not monthly payments for a membership. Monthly payments are for bills, taxes, video subscriptions, vpns, maybe even online storage subscriptions, but most definitely not calendars or to do lists. Those should stay as free or a small one time payment."|"I'm a student and was looking for something get myself very organized. I have tried series of productivity apps before. Apparently this had one of the features i have always been looking for; integration with other apps which I love. Two things I found disappointing, features are extremely limited without premium, it's almost impossible to use like that also very expensive. I couldn't find statistics; from totally hours and other reports"|"I'm using the free version and its a disapontiment. No themes, you can't delete default lists. It's ugly."|74|"Business Operations"|"2012"|NA|"6"|"8"|"4"|"1"|"1"|"7"|"4"|"1"|"6"|"2"|"5"|"8"|"6"|"7"|"1"
"Unusable without an account. Even when I'm not interested in any of the \"cloud\" features"|"Not close to do list. All features available bin premium mode only."|"This is a nicely made app and premium is cheap, but one critical flaw is the reminder sound runs through the ringtone channel instead of the alarm channel, or even the media channel. So unless you enjoy hearing every single notification go off on your phone or your ears are super sensitive to vibrations from across the room this app is not fit for purpose. A shame I just pooched my free trial now"|"There should be a dark mode instead of setting through a premium theme option"|"New update was step backwards. My recommemdations: 1) Have daily/weekly/monthly calendar views that show reminders and events in visual boxes (instead of just a list). 2) allow rearranging of the order of subtasks and add subtask reminder capability. Also should be able to check off individual subtasks. 3) allow a task to be turned into a calendar event instead of just a reminder 4) show that an event has subtasks from main view"|75|"Business Operations"|"2012"|"6"|"1"|"4"|"8"|"2"|"3"|"4"|NA|"5"|"5"|"2"|"4"|"7"|"7"|"6"|"5"
"I've feel deceived by this app. There's no assistant, the whatsapp integration doesn't work also. I contacted support and got no answer. I'm cancelling my subscription."|"One of your workers better get ahold of me within the next 24 hours because I don't even use this app anymore having used it in months and you guys just took $35 out of my account I want my money now"|"I really liked the app for its simplicity. That changed tremendously with the recent updates. For example, it now takes me 10 clicks to postpone a single task! People use To Do apps to improve their efficiency, but this app isn't efficient anymore at all. I hope the simplicity comes back with future updates..."|"I liked using this app but I recently noticed that important information I had saved in sub tasks has all been deleted. Its happened before and I thought I had made a mistake. But no, it's just this app malfunctioning."|"Just one thing and I will definitely change to 5 stars. Make the 'Quick add bar' easier to use! Just expand the letter 'ADD A TASK' in the notification bar. Or at least make it easier to reach when using one hand. I'm right handed but the 'add a task' is located on the bottom left of the bar so it's hard to reach with a thumb. Please, I believe it's not too much to ask for."|76|"Technical and Scientific"|NA|"3"|"6"|"1"|"4"|"1"|"6"|"2"|"4"|NA|"8"|"7"|"3"|NA|"1"|"5"|"8"
"The premium version is advertised at R32 per year but if you tap it it changes to R300 odd. What's up with that?"|"Not reminding . this app cannot user friendly ?"|"This is a good app with somewhat helpful widgets. The widget calendar should include tasks on individual days. Events and their notification settings are lacking. If I want to be notified 2 weeks in advance, I simply can't.. In Google Calender, I can set it 4 weeks in advance. With this app I have to set the event date 1 week before it happens and set the notification to 1 week in advance in order to get 2 week notice. These restrictions are a dealbreaker."|"Many times I've put sub tasks on my to-do tasks and they just disappear for some reason. I've forgotten many things because of this and still hasn't been fixed despite various updates."|"A software expert. Just purchased this app. It's generally OK, but I am not very impressed. The most glaring issue is that you are confined to the app's predetermined reminder intervals. you have NO option to create your own time intervals (i.e. 12 hours before, 18 hours before, 4 days,5 days before, etc.). They say this app is customizable, as long as it's the developers choice of customizations. look elsewhere if you want total customization. I'll look for more deficiencies and report back."|77|"Technical and Scientific"|"2014"|"5"|"3"|"1"|"1"|"7"|"2"|"4"|"3"|"6"|"2"|NA|"2"|"6"|"7"|"8"|"5"
"Downloaded the app...uninstalled within the 5 days they offer you for free. Now I noticed they charged me a full year subscription of 900+ INR. What a sneaky way to generate revenue...."|"It slow down my flow when i turned on or click via home page widget There is a fade in effect or lagging, please kindly help check Thank you"|"I used to depend on this app to basically run my life, until I installed the latest (as of Mar 19) update. Now it doesn't sync properly with my smartwatch -- ticking tasks off on my watch no longer marks them complete on my phone. Also, the widget is broken now, and doesn't reflect changes I've made unless I restart my phone. I sent a support request to the help team, but have gotten total radio silence. If they don't fix it, I'm cancelling my subscription. Right now it's not worth paying for."|"It works well, But I do not recall subscribing to a $28/year subscription.i thought I purchased it until I saw that it was renewed for an additional $28. It's not good enough to justify that price."|"This was a great app, a year or more, ago. The simplicity of adding and checking off tasks, without clutter of a bunch of fancy features, was it's strength. Basically, it was as simple as making a list on a piece of paper, with the added bonus of having reminders. Now, however, it requires more steps to add to-dos, and is becoming more of a complicated app, loosing the original appeal. As of some time ago, notifications also stopped working, which mean I will leave, after some 5+ years of use."|78|"Business Operations"|"2012"|"3"|NA|"6"|"7"|"8"|"4"|"7"|"8"|"7"|"2"|"5"|"1"|"5"|"3"|"1"|"4"
"I never knew you could have a Callender planner bug you so mutch it will definitely remind you of things and does not stop. Not interested at all..."|"WARNING: Malevolent app. Features intrusive pop-ups as soon as you unlock the phone and without even activating the app. High possibility of crashing your phone."|"I find the app inflexible and buggy, with a counter intuitive UI. How to delete or rename tags was not obvious. Using the back button would often exit the app at unusual times. After adding a new tag the app wouldn't allow me to do anything until I exited and restarted. Plus, the premium features seem more like essential features, to me. Looking for an alternative app as we speak."|"App not bad but very limited unless you pay. Downloaded this app after reading in the news about it's WhatsApp integration. That is only available if you pay. Without the paid for aspects this application is like any other generic calender app."|"Cant view a month in one screen. One week is the maximum that it will show. Uninstalled."|79|"Technical and Scientific"|"2016"|"1"|"6"|"6"|"3"|"4"|"8"|"1"|"2"|"6"|"4"|"6"|"2"|"4"|"4"|"3"|"8"
"Very bad app not able to close my account . They are forcefully charging amount."|NA|"Frustrated that all the useful features are only for premium. not complaining that they are set up that way, but that they dont let you know until you are set up. Also its calendar wont work unless you import an external calendar? defeats the purpose of having a separate calendar. without premium its identical to a hundred other free apps."|"I am a paid user of this app. I like this app a lot, until Android 10. They claim what they used to do is not possible but that is not true because another app I use (Daylio) has a nice notification that jumps out at you, like Any.do used to. Now Any.do gives a regular ignorable notification which you click and the app does something on the screen and is pretty pathetic, THEN it gives it's notification to plan your day. So it's two clicks with a big visual pause in between. Not cool. 👎"|"Great app! But have a few suggestions that would make it the best app in the market! Trust me people are looking for this! 1) The ability to add your schedule with a few clicks. For example you can set reoccuring events, but peoples schedules alternate. Would be great to be able to click the days you work group then at the same time and categorize them under work. (For reference look at the nursegrid app) 2) add your spouse or family directly. So everything is synced real time.(familywall)"|80|"Technical and Scientific"|"2016"|"8"|"5"|"8"|"7"|"1"|NA|"1"|"6"|"8"|"4"|"3"|"3"|"4"|"8"|"7"|"8"
"I'm using One plus 7 android 10. Alarm reminder doesn't work at all."|"Worst app for premium, only yearly pay of rs 990. No option for monthly payment. Bad app."|NA|"I dont like that it requires you to login, why cant I just use it without logging in my accounts"|"The app's really nice and I really like it but it's just REALLY REALLY BUGGY for my phone. I can't switch between the calendar and tasks with ease. I can't even slash out items on the to do list smoothly. It could've been such a big game changer for how I do things!! :-("|81|"Technical and Scientific"|"2013"|"3"|"1"|"7"|"8"|"3"|"3"|"2"|"3"|"7"|"8"|"6"|"3"|"4"|"3"|"6"|"6"
"VERY DISAPPOINTING. COMPLETE WASTE OF MONEY! Now I add notes to a daily repeating calendar event! FREE AND EASY"|"This is not a multi-protocol task manager as the description false implies. This is a front end to their service. I couldn't get past the first screen because it requires me to set up an account to sync. I use a private server capable of syncing things like tasks, Exchange. Most public clouds (Google, iCloud, Office365, email providers) have this capability, therefore why should I need to send my data elsewhere if it's already on a server. The fact that data is not something you can touch doesn't make it less valuable. Be mindful of it, it *is* our most valuable asset today, it may not be tangible but it sure can be quantified endlessly. Requiring signing up for any app is a huge red flag."|"Once the app reinstalled itself and I lost everything. I still have no idea why it did this. Also, it often doesn't open when I first tap the icon. If I tap it multiple times it eventually opens within a particular task. I found it frustrating and I've now uninstalled it. It would be a great app if some of these bugs could be resolved."|"Questionable experience. Upgraded to premium but WhatsApp integration is not working. Seems a little confusing."|"The app continues to improve, but it lacks one feature for me... the ability to turn off the pop- up I get on my screen every morning to tell me it's ready to \"plan my day\". Let me make this clear...I don't want you to plan my day so stop telling me to do it. I've tried turning off all notifications, but no luck. And everywhere I go on the app it tries to sell me the premium upgrade.... just annoying."|82|"Business Operations"|"2012"|"4"|"3"|"3"|"6"|"5"|"3"|"4"|"4"|"1"|"8"|NA|"8"|"1"|"8"|"4"|"6"
"i purchsed for one month and try to integrate with Whatsapp, its not working at all and even not able to click resend for OTP"|"The 'free trail' took my money! Up-front!! Do not install!!!! So angry😡😡😡😡😡😡😡"|"Nawww, sorry your yearly subscription price scared me off. By the time I've subscribed to every app I consider helpful I'm spending waaay too much. I would have liked it but I have other much more important bills to pay. The low stars is due to the price and there's no point in coming back to justify it because it'll still be too much for me. Edit: I know that I can use it for free, but then I'd still have to put up with ads. Surprisingly I don't like ads. I still consider your sub too much."|"Zero features in free version."|NA|83|"Technical and Scientific"|"2017"|"8"|"7"|"6"|"4"|"8"|"1"|NA|"7"|"6"|"4"|"2"|"1"|NA|"7"|"8"|"4"
"Cannot link with other Google products, such as Keep Notes. The tags function forces user to upgrade."|"It's trying to charge me money and I dont even have it installed."|"The app would work great; if it only reminded you when you wanted it too... What I mean is, it would certainly remind me of my scheduled tasks. That great! But, it would also randomly interrupt me to \"plan my day\". If I didn't add something to my schedule, then I dont need a reminder. So stop fracking interrupting my daily phone use at random times, and sending me false notifications."|"good shared tasks, but app itself makes me angry.. it keeps forgetting i am logged in with my google account.. so I need to login for like each two weeks or so.. and it also forgets my settings... Edit: unfortunately this has not been fixed yet, even though I had sent logs and communicated with you. Decreasing my rating."|"Waste , there was not an option to set an alarm to remind . I can write a note anywhere , I need the note to remind me which this app said it would . Too busy trying to get me to but it . I will just but an alarm clock"|84|"Technical and Scientific"|"2015"|"1"|"4"|"7"|"2"|"1"|"2"|"3"|"4"|"1"|"7"|"8"|"8"|"6"|"2"|"6"|"2"
"Ensure you read the comments re: payment. Every critical comment is true and this app just isn't worth what you're charged. I recommend you beware."|"Absolute rubbish, killing off Wunderlist for this is a clear example of the domanant power of the big thugs Microsoft, Google, Amazon etc., taking over better competitors so they can push their inferior garbage. Trying out TickTock now"|NA|"I can not figure out how to get it on my galaxy watch...ugh."|"This app was a life saver for me. But its not working properly with my new OnePlus 7. It doesn't gives reminders which I set for whatever time. I get it once in a while, but most of the time no reminder. Please provide a solution for this asap. Thanks. Edit (7/7): It started working now. All I did was, in the battery settings, selected Any Do app, n selected the option Dont Optimize in it."|85|"Business Operations"|"2013"|"4"|"2"|"4"|"3"|"2"|"5"|"8"|"2"|"5"|"6"|"1"|NA|"6"|"8"|"8"|"4"
"The font is too small for me to read, with no way to change it."|"I was trying out to any.do free version. I had spent quite a bit of time making lists and suddenly one day they were entirely inaccessible. Look like they let me put in a lot of dataand then after a certain point decide to hold that data the hostage until I paid them. I decided to not use any.do because after I pay them and started making more list, would they suddenly didn't demand that I paid them more per month in order to access all the information I had taking the time to put in?"|"Deleted review accidentally. 1. I create habit type tasks: the ones that repeat regularly. I don't even dream to have a habit/statistical section, but THERE HAS TO BE A WAY TO SKIP OR FAIL THE REPEATABLE TASK. Now I only can delete it, but is is not representative way. 2. There has to be a way to exclude a list from the \"all tasks\" list. For example I have list with books to read and films to watch. A lot of tasks, that look bad in the \"all tasks\" list, I loose real important \"no date\" tasks because of it. You redirect me to your uservoice, but according to it excluding list from \"all tasks\" list has been \"in roadmap\" for 2 years, don't think you really care and your uservoice makes any difference. I know that adding habit tracker might be a heavy feature, but failing the task, or skipping it? Hell no. As well as excluding lists feature, it's also an easy one. But two years? Meh. Just don't pretend you care, be straightforward, like, 'we won't do it in the nearest future, not in our plans'."|"when you switch the language, you get wierd bug that your app is half in English half in selected language"|"No experience with it. install / \"Open\" goes to a login screen. No thanks. I do not want to login to use this. I'd appreciate it if developers would say upfront that their app is not a standalone, local, private version. Too bad, could have been just what I need, otherwise. Sure looks good. To dev: thanks for the response. I rechecked. Neither the images nor writeup specifies an account is MANDATORY. \"can\" is different than \"must\". Updated with Extra star for prompt service. Thx."|86|"Technical and Scientific"|"2014"|"8"|"8"|"4"|"1"|"1"|"1"|"4"|"8"|"8"|"5"|NA|"6"|"2"|"8"|"6"|"2"
"Not able to set reminder of am . By default it is 'pm' and not able to select 'am'"|"App is good, but very few options in free version. You guys shouldn't label the app as free. Wasted my time trying this app."|"i had installed the trial version but did not use and it was of no use at my end. to my surprise i see today getting an sms from vodafone to be charged Rs.1028 for one year subscription. i contacted vodafone and they told me to delete .the app within 48hrs of installation which i did. pl cancel this subscription as its of no use to me so that this charges could be credited back by vodafone to me. Developer - pl refund back my money as i dont use it."|"I was given this premium app. Now with new versions is not updating. I fail to understand this. If I'm given premium version then now why wouldn't it get updated? If it was non upgradable then why was it given? It's a great app and so it hurts when there are such tricks used on customers."|"Had to leave the beta when I saw the nice large bold text input (when you hit the + button) go away. I love the current nice large text design on the input. Hopefully it doesn't go away or at least remains an option. Turning off auto updates for a while on this app just in case you decide to make this poor life decision final."|87|"Business Operations"|"2017"|"8"|"3"|"6"|"7"|"5"|"7"|"1"|"7"|NA|"5"|"1"|"5"|"5"|"7"|"5"|NA
"7 day trail but you have to fill all or card details and take subscription worst trick"|"That is very bad app."|"It constantly crashes and misses a lot of functionality. Hard to use and annoys with some popups that can be discarded only by closing app and then opening it again and permanent noticfaction that CAN'T be disabled. Payd 30 euro for this and used for month before it got so annoying that I started to look for another app. Fortunately I found one - Todoist. It's unbelievable how much better that is. Also there is version of todoist for PC, for your smart watch and even as browser extension which allows you to easily set a certain web page as task. And all these are synced."|"Dec. 5, 2019 Update Moved from 5 stars to 2 for the reason below: I've had this app for about half a decade. The last couple years have been irritating. I add sub tasks. When I go back to the tasks, the sub tasks aren't there. I wish there was a save button as a cue and confirmion that the subtasks are saved. Not sure how long I could forgive the app until I just use another one altogether. Please address subtasks staying in the next update. Thanks! Was 5 stars for the longest time Awesome!"|"Used to think it was a 5 star app but they keep making it worse (and worse). Specifically it wrongly interprets touch screen movements putting tasks in random locations rather than where you drop them, often the very end of all your tasks, so you have to waste time dragging it back, sometimes for dozens of items. Reminders bug me the moment I wake up & won't switch off. You only let me move a reminder 15m, 1hr, 3 hrs. So with a list of 20 things I get 20 reminders 3 hrs later. Annoying as hell."|88|"Business Operations"|"2014"|NA|"8"|"8"|"8"|"3"|"6"|NA|"3"|"1"|"3"|"2"|"5"|"6"|"3"|"7"|"8"
"Hi. App states its free. Yet there is a charge after 7 days. Dont mislead people"|"\"All in one app free\" in the description. Press Continue and there is a request for €$20.99. No thanks"|"Loved this app until I recently realized that i dont use it half as much.It all started w/ a major update.If you click to put a task for tomorrow the calendar will still put you on the date of?So u then have to change it to tomorrow.THEN you have to go through not one but possibly 2-3 steps to tell it a time?On an analog clock?Its 2019 who still uses analog clocks? One step for the hour another for the minutes and ANOTHER for am/pm.& if u mess up thats it u have to start over. Too many steps"|"Useful as a to-do list. Sets a real annoying \"plan your day\" popup reminder every morning. How you disable it is non obvious. Uninstalled."|"So far so good but two improvements would allow me to delete the other planner app I have on my phone.  1) Reminders. I am looking for an app that would act like a print planner where I would list my tasks by day for the future. I'd like to be able to check an app for Mon., Tue, Weds., etc but without having to set a specific reminder for each. Monday should just be Monday without needing to set a time. Would be great to just have a list for the whole day.  2) For lists such as grocery lists, I don't see any setting to allow the app to stay on screen if you are currently in a store and trying to buy off your list. This is important!! No one wants to grocery shop and have to constantly unlock their screen to see the list."|89|"Business Operations"|"2015"|"4"|"6"|"8"|"1"|"6"|"3"|"8"|"7"|"3"|"2"|"6"|"7"|"8"|"2"|"4"|"6"
"How can I pay such an amount just for a to do list app. I'm uninstalling it now (5 mins after installation)"|"This app would not let me start a new day. It listed my tasks that I performed for one day as overdue for the next day. Just weird."|"***UPDATE 5/29/19 - I decided to go ahead & do the trial so I could see how the location reminder works. So far I've tried about 3 different locations & none of them have updated. One of them was even my home. This was about 30 mins ago! I've been waiting for the app to work with Google Assistant. It's been saying\"coming soon\" for quite some time. When this happens I may consider doing the premium. Until then the 7 day trial is pointless to see how the service completely works. Maybe one day...😥"|"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old \"Alexa shopping list\"s that we cannot delete! \"Alexa lists can not be modified with Any.do. You can do it from the Alexa app\"... No, I can not, because it only deletes the working one!"|"Hi, today the editing or deleting of events stoped working. When selected to be edited the event opens in a window without it's name and if you choose edit the window closes and goes back to the calendar. Also by swiping your finger on the list it can not be deleted. I really love the app, it's has worked perfectly so far but like this it's useless, please advise. Kind regards, Marta Santos"|90|"Technical and Scientific"|"2011"|"1"|"6"|"4"|"7"|"8"|"3"|"1"|"5"|"1"|NA|"4"|"8"|"1"|"6"|"3"|"4"
NA|"This was originally a 5 star app, but now you can only use it by allowing it access to either your emails or Facebook! 😡😡😡 I am definitely not happy to allow this so have deleted the app. Would give it zero stars if I could."|"Easy setup for the most part but ended up deleting it. Only one level of subtasks makes the to do list suboptimal. Only links to Google based calendars so my work, school and personal calendars aren't seen. [there is a disconnect between the app and the referenced article's options and instructions]. I don't mind paying for premium features as long as it is a one-time payment, the whole SAAS model is annoying."|"Reminder feature is not working 🥱"|"I really like must of the app but it has 2 horrible bugs that made me uninstall it. Whenever I make a new event in the widget it places it a day after the date that I chose and then the edit button doesn't work and you are stuck with it and it might get confusing. I might download it again if that is fixed."|91|"Business Operations"|"2010"|"5"|"2"|"3"|"1"|NA|"4"|"3"|"4"|"5"|"2"|"7"|"2"|"5"|"6"|"4"|"2"
"I hope the calendar inside can keep the completed to-do list history."|"Just they copied GOOGLE CALENDAR and Charging On Top of That ... Google Calendar so far BETTER ..."|"The concept is good but the execution lacks. There are constant issues with server sync, and since the server side has priority, updates I make on the phone regularly get wiped out. Every so often the app will prompt me to log in again when I open it...this time it just kicked me out while I was actively using it and updating a list, made me log in again, and didn't keep anything I had already done! My wife already gave up on it and I will probably look elsewhere too"|"Allowed all the permissions for this app but i still can't get the reminder to work on my smartphone running Android 8. Downloaded a different reminder app and also allowed all permissions for it, and it worked well."|"Excellent app, with plenty of functionality for free users and worthy upgrades for paid users. I love that it can be used across multiple platforms. That being said, it's super unreliable so I'd never upgrade. Repeated tasks sometimes get marked off and stay on the current day, needing to be marked completed as many as 5-7x before moving to the next day. Sometimes when you add a task it'll disappear; maybe related to server syncing. But not always, so you better remember (defeats the purpose)!"|92|"Business Operations"|"2014"|"2"|"8"|"4"|"8"|"4"|"5"|"6"|"4"|"2"|"8"|"6"|"8"|"5"|"4"|"3"|"8"
